"Submitted","HTML Block","第一部份：基本資料","1. 性別：","性別 - 其他 - 請說明 :","2. 年齡","3. 最高學歷","最高學歷 - 其他 - 請說明 :","4.	最高學歷畢業校系","5. 最高學歷畢業時間：請填寫西元年","6.	工作年資（因各類原因中斷未就業之時間請扣除，未滿一年請進位為一年計）：）：","(a) 工程與科技領域職務(年)","(b) 非工程與科技領域職務","第二部分：從業現況與職涯發展","7. 是否正在從事工程與科技領域職務（含管理與學術研究）？","8. 您離開工程職務之最主要原因為何？請勾選最主要原因，至多二項。","原因 - 其他（請說明）","9.	請問您目前的工作狀況為何？","請問深造進修中為何系所？","10.	請問您目前服務的職務較接近下列何者？","請問目前受您管理的人員約＿＿人？","11.	您對於現任職務之五年後職涯發展的預期為何？請勾選最有可能的一項。","請說明原因:","12.	請問您所預期的職涯發展，需要哪些配合因素來達成？請勾選最主要因素，至多二項。","其他，請說明","第三部分：職場環境","13.	哪些福利措施最有助於您留在工程與科技領域就業？（不論現在是否有需求皆可選擇，可複選，最多三項）","14.	您服務的單位或待業前服務的單位提供哪些職場相關措施？（可複選）","15.	您認為工程與科技領域最需要改善的性別議題有哪些？請勾選其中最重要的議題，至多三項。","第四部份：性別與職涯發展","16.	在您或您認識的女性身上，性別在工程與科技領域的求學階段有否差異？","我觀察到的差異如下:","較用功或成績較好","較擅長數理學科","動手實驗或實習的機會較少","遇到挫折時較易放棄","較不敢接受挑戰","較容易情緒起伏","較受人際問題干擾","較容易為情所困","還有其他差異?（請說明）","17.	在您或您認識的工程與科技領域女性身上，性別在求職時的職務選擇方面有否差異？","選擇內勤為主的職務","選擇無須出差的職務","選擇無須應酬的職務","選擇無須輪班或值夜班的職務","選擇可兼顧家庭的職務","選擇較有升遷或加薪機會的職務","18.	就您的認知，不同性別在工程與科技領域的求職難易度有否差異？","19.	在您或您認識的女性身上，性別在工程與科技領域的就業過程中存在的差異：（複選，同意即打勾）","其他（請說明）","20.	對您的經驗，不同性別的工程與科技領域主管是否有領導風格的差異（指非因個人而是因為性別所致之差異）？","21.	您個人比較偏好與何種性別工程與科技領域的主管共事？","22.	不同性別工程與科技領域的主管領導風格差異主要顯現在哪些層面？（可複選至多三項）","其他（請說明）：","第五部份：其他意見","歡迎提供意見或建議","Submitted From",
"2019-09-10 12:32:57 +00:00","","","女性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2013","","360000","0","","否","想找更穩定的職場,成長學習空間太少","","待業中","","工程與科技領域之非管理職務","","轉換領域(轉至非工程與科技領域或轉入工程與科技領域)   (請說明原因)","與資訊領域人才性格差距過大","取得更高學歷、證照或其他資格,上司/長官青睞與同事之人際關係","重視員工身心健康及人才培養的公司、不會只看著履歷說話的公司、不會只看績效的公司","","其他（請說明）","其他，請說明","可帶孩子到工作環境加班或加班時工作環境提供孩子照顧服務,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,無性騷擾或具備性別平等觀念之環境","","有，我有觀察到差異：","","無差異","無差異","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","我詢問到的差別：面試時，男性只有把學過的程式語言交出去就錄取了，女性則要提出較多證明。","有，我有觀察到差異：","無差異","無差異","無差異","無差異","女性較有此傾向","無差異","有，女性較男性困難","女性要比較努力證明自己的能力才能獲得職場肯定或升遷機會,女性於討論時比較不敢表達自己的意見,其他，","女性不敢表達自己的意見，其原因通常來自所處環境的刻板印象，要是強行表達己見會有莫名被針對並失去工作的可能性。","是，有差異","無性別偏好","與屬下間相處的態度,管理方式,溝通方式偏好（例如透過面對面溝通、簡訊或訊息、email等）","","","(1)不曉得是否與性別有關，但是若履歷中的工作經歷每個項目都未達一年、或者沒有過新人試用期，會被認為是沒有穩定性，並因此找不到下一份工作，我現在就處於這個尷尬的位子。面試的過程中，也會有""因為兩份工作的工作性質差異過大，因此認為沒有穩定性""的意見，因此回饋這個意見請大家找工作時多多小心這方面的問題。
(2)也是面試時碰到的建議：有些科技公司在工作中會因為時間壓力而對其他人或下屬口出惡言，所以主管在找人時，要是遇到曾經受過言語上的迫害而憂鬱過的人，會決定不錄用。這點我不知道是好事還是壞事，不過對我來說是壞事。","111.251.221.188",
"2019-09-10 12:28:01 +00:00","","","男性","","46~50歲","大學/大專","","國內學校，工程與科技相關領域","2012","","30","0","","是","","","","","工程與科技領域之管理職務","","在同一職務上","","個人之專業表現,其他，請說明","依公司規定應該於現職退休","","彈性工時 (例如可以只上午班或下午班)","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,配合懷孕與育嬰需求之女性友善硬體環境","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","無","36.229.7.191",
"2019-09-10 12:25:04 +00:00","","","男性","","51~55歲","大學/大專","","國內學校，工程與科技相關領域","1994","","24","0","","是","","","","","工程與科技領域之非管理職務","","由非管理職務轉換為管理職務","","個人之專業表現","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","無，沒必要改善  ( 若選此項, 請勿再勾選其他選項 )","","有，我有觀察到差異：","","男性較有此特質","男性較有此特質","男性較有此特質","女性較有此特質","女性較有此特質","男性較有此特質","女性較有此特質","女性較有此特質","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","男性較有此傾向","有，女性較男性困難","分派工作時女性較不願意接受特定職務或工作條件（例如但不限於須輪班、值夜班、派駐於工地或製造現場）","","是，有差異","男性","與屬下間相處的態度,管理方式,對目標掌控的能力","","","","111.71.21.90",
"2019-09-10 12:15:05 +00:00","","","男性","","51~55歲","博士","","國內學校，工程與科技相關領域","106","","26","0","","是","","","","","工程與科技領域之管理職務","90","管理職務範圍逐漸擴大，例如受管理人員數增加","","個人之專業表現,上司/長官青睞與同事之人際關係","","","無，個人不需要這些福利 ( 若選此項, 請勿再勾選其他選項 )","育嬰留職停薪後可確保回復原職","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","","","","","","","","","","","","","223.137.81.130",
"2019-09-10 12:09:16 +00:00","","","男性","","61~65歲","碩士","","國內學校，工程與科技相關領域","1987","","33","2","","是","","","","","公司或學術研究機構之高階主管，如董事長、總/副總經理或所長、院長層級","","管理職務範圍逐漸擴大，例如受管理人員數增加","","自己主動爭取","","","彈性工時 (例如可以只上午班或下午班),合適家庭共同參加之聯誼時間與方式","彈性工時以兼顧家務 (例如可以只上午班或下午班),育嬰留職停薪後可確保回復原職","面試標準、升遷制度與工作分派制度無性別差異","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","111.249.5.9",
"2019-09-10 12:05:53 +00:00","","","男性","","36~40歲","碩士","","國內學校，工程與科技相關領域","na","","10","助理工程師","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","取得更高學歷、證照或其他資格,公司/機構制度穩定，只要沒有犯錯自然可以達成","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),育兒津貼","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","不了解，沒有想法  ( 若選此項, 請勿再勾選其他選項 )","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","na","110.26.99.40",
"2019-09-10 11:28:30 +00:00","","","男性","","51~55歲","碩士","","國內學校，工程與科技相關領域","1993","","24","3","","是","","","","","工程與科技領域之非管理職務","","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","個人之專業表現,公司/機構制度穩定，只要沒有犯錯自然可以達成","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","無差異","男性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","女性較有此特質","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","無差異","有，女性較男性困難","女性會因為家庭或其他私人因素而婉拒升遷或接受更重要的工作,分派工作時女性較不願意接受特定職務或工作條件（例如但不限於須輪班、值夜班、派駐於工地或製造現場）","","否，沒有差異","","","","","","60.248.152.141",
"2019-09-10 11:07:41 +00:00","","","女性","","26~30歲","大學/大專","","國內學校，工程與科技相關領域","2015","","4","0","","是","","","","","工程與科技領域之非管理職務","","離職 (請說明原因)","想去其他薪水更高的公司","個人之專業表現,自己主動爭取","","","彈性工時 (例如可以只上午班或下午班)","育嬰留職停薪後可確保回復原職","可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,合適家庭共同參與之聯誼時間與方式,配合懷孕與育嬰需求之女性友善硬體環境","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","110.28.225.199",
"2019-09-10 11:06:36 +00:00","","","男性","","26~30歲","碩士","","國內學校，工程與科技相關領域","2017","","4","1","","是","","","","","工程與科技領域之非管理職務","","離職 (請說明原因)","轉至更深一層的工程技術領域發展","個人之專業表現,自己主動爭取","","","育兒津貼,托嬰服務（指於單位內部設有收托二歲以下兒童之服務機構）,托兒服務（指於單位內部設有收托二歲至六歲兒童之服務機構）","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","","","","","","","","","","","","","223.139.62.52",
"2019-09-10 10:54:33 +00:00","","","女性","","26~30歲","碩士","","國內學校，工程與科技相關領域","2014","","2","2","","是","","","","","其他（請說明）","","繼續擔任非管理職務但從事的規模擴大，例如專案金額提高","","個人之專業表現,自己主動爭取","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),育嬰留職停薪後可確保回復原職","彈性工時以兼顧家務 (例如可以只上午班或下午班),彈性工作地點以兼顧家務 (例如可部分時間在家工作)","面試標準、升遷制度與工作分派制度無性別差異","","否，沒有差異","","","","","","","","","","","","","","","","","","","","","","","","","","","42.77.154.255",
"2019-09-10 10:51:44 +00:00","","","女性","","41~45歲","碩士","","國內學校，工程與科技相關領域","2019","","19","0","","是","","","","","工程與科技領域之非管理職務","","在同一職務上","","自己主動爭取,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作)","無，沒有提供 ( 若選此項, 請勿再勾選其他選項 )","面試標準、升遷制度與工作分派制度無性別差異,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）","","有，我有觀察到差異：","","無差異","無差異","無差異","無差異","無差異","女性較有此特質","女性較有此特質","無差異","","有，我有觀察到差異：","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","女性較有此傾向","無差異","有，女性較男性困難","女性升遷較為困難,女性會因為家庭或其他私人因素而婉拒升遷或接受更重要的工作,女性要比較努力證明自己的能力才能獲得職場肯定或升遷機會,分派工作時較不會賦予特定職務或工作條件給女性（例如但不限於須輪班、值夜班、派駐於工地或製造現場）,在相同條件或資格下女性比較不會被分配到重要的工作","","是，有差異","無性別偏好","對細節的要求程度,對時間掌控的能力","","","","223.140.169.18",
"2019-09-10 10:35:42 +00:00","","","男性","","26~30歲","碩士","","國內學校，工程與科技相關領域","2015","","3","0","","是","","","","","工程與科技領域之非管理職務","","由非管理職務轉換為管理職務","","個人之專業表現,上司/長官青睞與同事之人際關係","","","彈性工時 (例如可以只上午班或下午班),彈性工作地點 (例如可部分時間在家工作),育嬰留職停薪後可確保回復原職","彈性工時以兼顧家務 (例如可以只上午班或下午班),育嬰留職停薪後可確保回復原職,設備完善的哺集乳室","彈性工時（例如可選擇上午班或下午班，或減少工時以配合家庭需求）,可兼顧工作角色與家庭角色（例如包容家庭因素而假日無法加班或須提早下班）,無性騷擾或具備性別平等觀念之環境","","沒有接觸經驗，無法回答","","","","","","","","","","","","","","","","","","","","","","","","","","","1.164.240.211",
